county_id,state,mean_yield,ph,soc,clay,sand,silt,flag_low_ph,flag_high_ph,flag_low_soc,flag_high_sand,flag_high_clay,n_constraints,soil_health_score,soil_tier
IND_077,Indiana,7163.5109375,6.3790625,2.65234375,27.103125,30.628125,42.26875,0,0,0,0,0,0,91.13292127186567,Good
IND_078,Indiana,8207.5328125,6.29890625,2.07078125,26.171875,34.153125,39.675,0,0,0,0,0,0,88.4175057362581,Good
IND_079,Indiana,8539.15625,6.76828125,1.993125,22.5890625,33.3109375,44.1,0,0,0,0,0,0,87.32454850350551,Good
IND_080,Indiana,7663.4234375,6.72453125,2.2934375,31.175,33.225,35.6,0,0,0,0,0,0,87.03833478585658,Good
IND_081,Indiana,7692.1890625,6.36015625,1.95453125,25.6953125,35.8671875,38.4375,0,0,0,0,0,0,88.9538049299871,Good
IND_082,Indiana,7274.3109375,6.3965625,2.7490625,27.3640625,30.515625,42.1203125,0,0,0,0,0,0,91.56814551088031,Good
IND_083,Indiana,7335.2953125,6.72375,2.70328125,25.9859375,32.090625,41.9234375,0,0,0,0,0,0,88.31927151835043,Good
IND_084,Indiana,6971.14375,6.36375,1.46796875,28.5,29.5671875,41.9328125,0,0,1,0,0,1,81.9048218916463,Good
IND_085,Indiana,7280.171875,6.66171875,1.82234375,28.8390625,33.1765625,37.984375,0,0,0,0,0,0,86.24622853148732,Good
IND_086,Indiana,8205.565625,6.17203125,1.741875,28.55,28.8828125,42.5671875,0,0,0,0,0,0,81.50937220103376,Good
IND_087,Indiana,7438.021875,6.2175,2.98484375,23.3609375,29.440625,47.1984375,0,0,0,0,0,0,87.76926822309396,Good
IND_088,Indiana,6986.934375,6.15546875,2.25296875,25.009375,27.3109375,47.6796875,0,0,0,0,0,0,86.27800165673439,Good
IOW_001,Iowa,7090.2546875,6.33734375,3.01484375,35.18125,33.8734375,30.9453125,0,0,0,0,0,0,87.6135406609908,Good
IOW_002,Iowa,7554.965625,5.90734375,2.18234375,25.6,25.0109375,49.3890625,0,0,0,0,0,0,80.06112637762426,Good
IOW_003,Iowa,6716.1515625,6.4140625,2.3675,25.646875,30.615625,43.7375,0,0,0,0,0,0,92.31702129384027,Good
IOW_004,Iowa,6900.21875,6.33421875,2.806875,36.30625,29.946875,33.746875,0,0,0,0,0,0,88.10995077447242,Good
IOW_005,Iowa,7780.7578125,6.44546875,2.05953125,22.0859375,31.0171875,46.896875,0,0,0,0,0,0,93.63660506851112,Good
IOW_006,Iowa,7998.4,6.323125,2.31640625,24.8265625,27.6125,47.5609375,0,0,0,0,0,0,90.6611551554816,Good
IOW_007,Iowa,6938.265625,6.2325,3.4734375,32.484375,34.7640625,32.7515625,0,0,0,0,0,0,85.26930161197592,Good
IOW_008,Iowa,8177.4078125,6.35515625,2.52109375,22.6671875,34.0,43.3328125,0,0,0,0,0,0,90.51403483860845,Good
IOW_009,Iowa,5985.734375,6.49375,3.9909375,27.75,37.8359375,34.4140625,0,0,0,0,0,0,92.35014710440466,Good
IOW_010,Iowa,7593.884375,6.32984375,3.19421875,19.05,28.8640625,52.0859375,0,0,0,0,0,0,91.45924745873732,Good
IOW_011,Iowa,7525.30625,6.6309375,3.3134375,25.653125,32.6625,41.684375,0,0,0,0,0,0,90.69228803539747,Good
IOW_012,Iowa,7640.7828125,6.32640625,2.924375,21.509375,31.3375,47.153125,0,0,0,0,0,0,90.52343026105733,Good
IOW_013,Iowa,8428.04375,6.3034375,2.6925,27.434375,32.1390625,40.4265625,0,0,0,0,0,0,88.76050578472244,Good
IOW_014,Iowa,7551.4953125,6.3910937500000005,3.16796875,39.1328125,28.95,31.9171875,0,0,0,0,0,0,89.08009933313039,Good
IOW_015,Iowa,7857.7046875,6.60859375,2.62875,34.2984375,23.065625,42.635937500000004,0,0,0,0,0,0,91.33596684937011,Good
IOW_016,Iowa,7549.509375,6.26328125,3.19,25.6578125,22.1203125,52.221875,0,0,0,0,0,0,89.87357557926498,Good
IOW_017,Iowa,7640.685937499999,6.20203125,2.9509375,31.61875,23.859375,44.521875,0,0,0,0,0,0,86.83031370780161,Good
IOW_018,Iowa,7599.290625,6.6075,2.46359375,22.0734375,32.5421875,45.384375,0,0,0,0,0,0,91.91612269771306,Good
IOW_019,Iowa,6889.5234375,6.4734375,2.7496875,36.4734375,32.2953125,31.23125,0,0,0,0,0,0,91.2323277260684,Good
IOW_020,Iowa,8499.5203125,6.1915625,3.67578125,29.909375,34.0015625,36.089062500000004,0,0,0,0,0,0,84.91738955293084,Good
IOW_021,Iowa,7406.6328125,6.37078125,3.33546875,29.225,34.1390625,36.6359375,0,0,0,0,0,0,89.7356570099699,Good
IOW_022,Iowa,7811.5609375,6.18875,2.5546875,30.246875,29.0,40.753125,0,0,0,0,0,0,85.8457673310897,Good
IOW_023,Iowa,7523.8171875,6.1834375,2.313125,26.096875,34.3375,39.565625,0,0,0,0,0,0,85.35166912727995,Good
IOW_024,Iowa,7841.775,6.44078125,3.17703125,22.8515625,31.7796875,45.36875,0,0,0,0,0,0,93.23356926827455,Good
IOW_025,Iowa,7787.284375,6.53296875,3.41328125,30.2875,49.3890625,20.3234375,0,0,0,0,0,0,87.72061131649379,Good
IOW_026,Iowa,7496.8328125,6.59546875,2.704375,26.9703125,27.58125,45.4484375,0,0,0,0,0,0,92.43004776776682,Good
IOW_027,Iowa,6928.6625,6.28,3.740625,28.25,24.6484375,47.1015625,0,0,0,0,0,0,89.43607234018029,Good
IOW_028,Iowa,7493.9890625,6.23328125,4.33140625,30.971875,19.934375,49.09375,0,0,0,0,0,0,88.37411470482135,Good
IOW_029,Iowa,7169.8671875,6.5303125,3.60765625,22.65625,28.234375,49.109375,0,0,0,0,0,0,94.74728722162133,Good
IOW_030,Iowa,7192.4640625,6.63375,4.31515625,32.578125,22.38125,45.040625,0,0,0,0,0,0,91.17140215681805,Good
IOW_031,Iowa,7220.2171875,6.16578125,3.10203125,13.3515625,24.790625,61.8578125,0,0,0,0,0,0,88.51612423756731,Good
IOW_032,Iowa,7440.5453125,6.4378125,3.9146875,21.5640625,35.709375,42.7265625,0,0,0,0,0,0,92.44821877171198,Good
IOW_033,Iowa,8197.3734375,6.420625,2.9215625,28.596875,33.334375,38.06875,0,0,0,0,0,0,91.35437842979644,Good
IOW_034,Iowa,7142.015625,6.55578125,3.27953125,25.2828125,28.9734375,45.74375,0,0,0,0,0,0,93.50572769105219,Good
IOW_035,Iowa,7888.515625,6.4896875,2.75828125,31.9671875,31.5078125,36.525,0,0,0,0,0,0,92.8790473556905,Good
IOW_036,Iowa,7088.790625,6.5528125,3.11359375,28.5,36.40625,35.09375,0,0,0,0,0,0,91.343243648064,Good
IOW_037,Iowa,7810.5609375,6.601875,3.591875,33.790625,30.075,36.134375,0,0,0,0,0,0,90.36375446561411,Good
IOW_038,Iowa,8531.9,6.36953125,3.183125,30.7609375,25.9578125,43.28125,0,0,0,0,0,0,91.06120037030394,Good
IOW_039,Iowa,7406.675,6.56375,3.50640625,27.94375,25.55,46.50625,0,0,0,0,0,0,93.44927592147039,Good
IOW_040,Iowa,7606.390625,6.32515625,3.3715625,25.4859375,25.9875,48.526562500000004,0,0,0,0,0,0,90.89791217412576,Good
IOW_041,Iowa,7602.78125,6.046875,2.3765625,24.71875,28.8578125,46.4234375,0,0,0,0,0,0,83.17627355346778,Good
IOW_042,Iowa,7027.95625,6.150625,3.12171875,26.5109375,31.675,41.8140625,0,0,0,0,0,0,85.0123865427139,Good
IOW_043,Iowa,7489.3078125,6.5725,2.91828125,29.03125,30.040625,40.928125,0,0,0,0,0,0,92.15976656636735,Good
IOW_044,Iowa,7481.4875,6.6346875,4.33046875,24.521875,34.40625,41.071875,0,0,0,0,0,0,90.38903419989572,Good
IOW_045,Iowa,6917.24375,6.1934375,2.80671875,18.3453125,27.4046875,54.25,0,0,0,0,0,0,88.24126490574032,Good
IOW_046,Iowa,7602.25625,6.86984375,3.650625,25.36875,25.3484375,49.2828125,0,0,0,0,0,0,85.90222791553512,Good
IOW_047,Iowa,7384.871875,6.689375,2.87140625,20.303125,36.8421875,42.8546875,0,0,0,0,0,0,89.00390186722058,Good
IOW_048,Iowa,7332.571875,6.4103125,2.8959375,30.8140625,24.7296875,44.45625,0,0,0,0,0,0,92.33406603548696,Good
IOW_049,Iowa,8242.796875,6.02234375,3.8454687499999998,29.590625,26.29375,44.115625,0,0,0,0,0,0,82.11242886019204,Good
IOW_050,Iowa,8073.7671875,6.83609375,3.0096875,32.4578125,33.30625,34.2359375,0,0,0,0,0,0,83.80890110301956,Good
IOW_051,Iowa,8368.2421875,6.1015625,2.0173437499999998,26.80625,33.5546875,39.6390625,0,0,0,0,0,0,83.2518842567484,Good
IOW_052,Iowa,7352.0046875,6.39453125,3.3478125,27.91875,19.6359375,52.4453125,0,0,0,0,0,0,93.26562754106426,Good
IOW_053,Iowa,6880.88125,6.2646875,2.545,27.6625,34.6828125,37.6546875,0,0,0,0,0,0,87.12092127685547,Good
IOW_054,Iowa,6919.1453125,6.19265625,3.0746875,23.2984375,27.2171875,49.484375,0,0,0,0,0,0,87.55423674502381,Good
IOW_055,Iowa,7175.9921875,6.36671875,3.02,30.86875,33.778125,35.353125,0,0,0,0,0,0,89.3763324790292,Good
IOW_056,Iowa,7611.76875,6.74375,4.04515625,27.0265625,32.921875,40.0515625,0,0,0,0,0,0,87.42206867432029,Good
IOW_057,Iowa,6946.2421875,6.00265625,3.2540625,24.6015625,22.8859375,52.5125,0,0,0,0,0,0,83.08382501580009,Good
IOW_058,Iowa,6929.4421875,6.61453125,3.12625,34.73125,30.346875,34.921875,0,0,0,0,0,0,89.75596664872542,Good
IOW_059,Iowa,6576.54375,6.17921875,2.38359375,32.125,39.5625,28.3125,0,0,0,0,0,0,82.73461063558268,Good
IOW_060,Iowa,6906.09375,6.2753125,2.801875,24.09375,30.134375,45.771875,0,0,0,0,0,0,89.0306786947289,Good
IOW_061,Iowa,7395.4578125,6.263125,3.55296875,30.3375,25.1203125,44.5421875,0,0,0,0,0,0,88.49667472104744,Good
IOW_062,Iowa,7545.5328125,6.54,2.71140625,19.8234375,21.7984375,58.378125,0,0,0,0,0,0,95.99652929533818,Good
IOW_063,Iowa,6993.215625,6.38046875,2.46671875,25.1078125,30.2671875,44.625,0,0,0,0,0,0,91.59883059299133,Good
IOW_064,Iowa,8143.2390625,6.25625,3.6078125,22.85,32.621875,44.528124999999996,0,0,0,0,0,0,88.19718607324607,Good
IOW_065,Iowa,8030.1546875,6.48515625,2.8121875,28.4625,29.2203125,42.3171875,0,0,0,0,0,0,93.95228832089806,Good
IOW_066,Iowa,8571.9453125,6.28796875,3.3375,25.9765625,31.38125,42.6421875,0,0,0,0,0,0,88.78215648183243,Good
IOW_067,Iowa,7505.1921875,5.8875,2.58625,19.6203125,28.171875,52.2078125,0,0,0,0,0,0,79.88714421847183,Good
IOW_068,Iowa,8230.275,5.8521875,3.27109375,31.44375,22.6375,45.91875,0,0,0,0,0,0,77.86192266512077,Good
IOW_069,Iowa,7910.934375,6.4571875,3.2725,25.9359375,25.71875,48.3453125,0,0,0,0,0,0,94.33822133912201,Good
IOW_070,Iowa,6897.6234375,6.4815625,3.71484375,25.71875,28.79375,45.4875,0,0,0,0,0,0,94.4473731649029,Good
IOW_071,Iowa,6904.3046875,6.61875,3.9003125,29.890625,39.4078125,30.7015625,0,0,0,0,0,0,88.55964453349297,Good
IOW_072,Iowa,6726.4796875,6.77046875,3.50421875,27.7046875,31.4796875,40.815625000000004,0,0,0,0,0,0,86.90910323162429,Good
IOW_073,Iowa,8460.3859375,6.51625,3.2534375,24.4546875,32.45625,43.0890625,0,0,0,0,0,0,93.95781348707709,Good
IOW_074,Iowa,8301.0,6.3725,3.1728125,32.9171875,21.465625,45.6171875,0,0,0,0,0,0,91.39674177409307,Good
IOW_075,Iowa,7287.315625,6.61125,3.18765625,22.278125,23.4421875,54.2796875,0,0,0,0,0,0,93.51880776699647,Good
IOW_076,Iowa,7854.2,6.3309375,1.67109375,27.740625,28.7265625,43.5328125,0,0,0,0,0,0,84.70540267475606,Good
IOW_077,Iowa,7536.5953125,7.04578125,3.15484375,28.1453125,29.8765625,41.978125,0,0,0,0,0,0,79.92057003184529,Good
IOW_078,Iowa,8129.3515625,6.25953125,2.748125,28.615625,28.721875,42.6625,0,0,0,0,0,0,88.08799699864605,Good
IOW_079,Iowa,6740.003125,6.3065625,2.93453125,21.74375,26.115625,52.140625,0,0,0,0,0,0,90.98721940463925,Good
IOW_080,Iowa,7669.2875,6.72609375,3.5325,22.946875,27.38125,49.671875,0,0,0,0,0,0,89.71551283747041,Good
IOW_081,Iowa,6850.0265625,6.58875,3.3828125,26.3703125,35.78125,37.8484375,0,0,0,0,0,0,90.94898446946004,Good
IOW_082,Iowa,8055.0125,6.08859375,3.66046875,27.19375,27.340625,45.465625,0,0,0,0,0,0,84.12631304520202,Good
IOW_083,Iowa,7531.04375,6.08203125,4.10296875,18.6078125,38.55625,42.8359375,0,0,0,0,0,0,82.77794731305443,Good
IOW_084,Iowa,7415.6078125,6.6790625,3.203125,28.765625,28.1328125,43.1015625,0,0,0,0,0,0,89.787268174616,Good
IOW_085,Iowa,7163.409375,6.44171875,3.03515625,27.9984375,31.7265625,40.275,0,0,0,0,0,0,92.3798482603531,Good
IOW_086,Iowa,7661.7234375,6.161875,3.350625,20.2296875,35.0046875,44.765625,0,0,0,0,0,0,85.55153117373087,Good
IOW_087,Iowa,7023.3734375,6.82359375,3.6809375,19.6,23.4875,56.9125,0,0,0,0,0,0,88.30936332731575,Good
IOW_088,Iowa,6747.5546875,6.2125,2.79890625,21.7203125,25.4515625,52.828125,0,0,0,0,0,0,88.63375541394188,Good
IOW_089,Iowa,7002.8265625,6.5109375,3.2465625,24.01875,33.45,42.53125,0,0,0,0,0,0,93.94667070309387,Good
IOW_090,Iowa,8431.390625,6.2265625,3.125,35.990625,26.9515625,37.0578125,0,0,0,0,0,0,85.93618980928045,Good
IOW_091,Iowa,7300.840625,6.55859375,2.2909375,24.80625,28.809375,46.384375,0,0,0,0,0,0,93.54516541696496,Good
IOW_092,Iowa,7781.584375,6.5521875,3.44734375,32.8453125,34.2765625,32.878125,0,0,0,0,0,0,90.96516825769191,Good
IOW_093,Iowa,7506.51875,6.465,2.4221875,23.0640625,35.425,41.5109375,0,0,0,0,0,0,93.00428382128712,Good
IOW_094,Iowa,7185.5375,6.27171875,3.2109375,25.91875,27.8546875,46.2265625,0,0,0,0,0,0,89.0753237193978,Good
KAN_001,Kansas,6670.9265625,6.7584375,2.0146875,28.271875,36.2109375,35.5171875,0,0,0,0,0,0,86.02862717472492,Good
KAN_002,Kansas,6067.3875,6.8667187499999995,1.65953125,23.0453125,45.7234375,31.23125,0,0,0,0,0,0,75.82561667900664,Good
KAN_003,Kansas,5667.559375,6.24828125,1.79953125,27.2734375,34.309375,38.4171875,0,0,0,0,0,0,83.54205596235566,Good
KAN_004,Kansas,6582.8,6.30625,1.13078125,29.1640625,38.575,32.2609375,0,0,1,0,0,1,72.61212034494251,Good
KAN_005,Kansas,6675.284375,6.02015625,2.3303125,19.2453125,27.09375,53.6609375,0,0,0,0,0,0,83.62745325774442,Good
KAN_006,Kansas,6009.5921875,5.9878125,1.756875,26.1015625,40.4546875,33.44375,0,0,0,0,0,0,74.63978977468642,Good
KAN_007,Kansas,6538.0546875,6.45375,1.43125,22.8890625,42.05625,35.0546875,0,0,1,0,0,1,81.6045225647819,Good
KAN_008,Kansas,4977.9515625,6.74625,2.6996875,15.5390625,36.6640625,47.796875,0,0,0,0,0,0,88.13346619430482,Good
KAN_009,Kansas,6226.5640625,5.7421875,1.875,28.5921875,34.4953125,36.9125,1,0,0,0,0,1,71.18566095557225,Good
KAN_010,Kansas,5905.1109375,6.15859375,1.58515625,23.7953125,30.03125,46.1734375,0,0,0,0,0,0,79.18634621952229,Good
KAN_011,Kansas,5640.6265625,6.18875,1.32921875,30.2546875,41.4875,28.2578125,0,0,1,0,0,1,71.78354660208579,Good
KAN_012,Kansas,5611.35625,6.1659375,1.88,19.5390625,48.9375,31.5234375,0,0,0,0,0,0,79.79526329744499,Good
KAN_013,Kansas,5602.1765625,6.19515625,2.08421875,9.8125,33.6484375,56.5390625,0,0,0,0,0,0,87.80727973871117,Good
KAN_014,Kansas,6520.965625,6.4779687500000005,1.47421875,23.6296875,38.65,37.7203125,0,0,1,0,0,1,83.76787385949369,Good
KAN_015,Kansas,5912.0078125,6.2171875,1.601875,23.203125,42.3828125,34.4140625,0,0,0,0,0,0,78.05649497833859,Good
KAN_016,Kansas,6244.4921875,6.23078125,1.371875,14.175,33.771875,52.053125,0,0,1,0,0,1,77.99588017060663,Good
KAN_017,Kansas,6572.78125,6.5534375,1.935,17.028125,43.99375,38.978125,0,0,0,0,0,0,89.95598644566266,Good
KAN_018,Kansas,5891.15625,5.67859375,1.1778125,20.7734375,31.0421875,48.184375,1,0,1,0,0,2,60.09165559512341,Moderate
KAN_019,Kansas,6265.2203125,6.85390625,2.3165625,23.2015625,26.171875,50.6265625,0,0,0,0,0,0,86.5349481578238,Good
KAN_020,Kansas,6134.1921875,6.96234375,2.07578125,24.628125,44.5515625,30.8203125,0,0,0,0,0,0,79.03204069255985,Good
KAN_021,Kansas,5698.0296875,6.33359375,1.315,29.9375,48.021875,22.040625000000002,0,0,1,0,0,1,73.43387258183674,Good
KAN_022,Kansas,5335.0078125,6.6621875,1.8840625,35.3078125,31.746875,32.9453125,0,0,0,0,0,0,86.15702064921759,Good
KAN_023,Kansas,5967.4125,6.10546875,1.355625,24.3546875,35.046875,40.5984375,0,0,1,0,0,1,72.80080756228406,Good
KAN_024,Kansas,6927.3109375,5.78265625,0.79625,23.6140625,40.9578125,35.428125,1,0,1,0,0,2,53.6761341025624,Moderate
KAN_025,Kansas,6200.1921875,6.33796875,1.84796875,29.4546875,25.328125,45.2171875,0,0,0,0,0,0,88.09998709776714,Good
KAN_026,Kansas,5574.65,6.3896875,1.75,12.08125,30.9421875,56.9765625,0,0,0,0,0,0,89.22287565555939,Good
KAN_027,Kansas,5938.5703125,6.34734375,2.21375,21.971875,38.290625,39.7375,0,0,0,0,0,0,89.35955141161915,Good
KAN_028,Kansas,6361.946875,6.059375,2.00484375,21.675,35.34375,42.98125,0,0,0,0,0,0,82.56929123870145,Good
KAN_029,Kansas,5713.959375,6.89734375,1.631875,27.484375,32.2640625,40.2515625,0,0,0,0,0,0,77.37022879698588,Good
KAN_030,Kansas,6198.384375,6.11171875,2.0115625,20.409375,30.1515625,49.4390625,0,0,0,0,0,0,85.28297249254737,Good
KAN_031,Kansas,5810.1265625,6.46609375,0.95234375,15.334375,37.934375,46.73125,0,0,1,0,0,1,76.12996957490351,Good
KAN_032,Kansas,5972.5765625,6.6403125,1.49515625,15.4125,37.9328125,46.6546875,0,0,1,0,0,1,82.28067846373295,Good
KAN_033,Kansas,5212.3015625,6.42296875,1.8795312499999999,16.6265625,43.525,39.8484375,0,0,0,0,0,0,88.60579081770767,Good
KAN_034,Kansas,6104.0578125,7.01203125,1.3978125,33.0296875,40.634375,26.3359375,0,0,1,0,0,1,67.27695319052113,Moderate
KAN_035,Kansas,6881.76875,6.15078125,1.75125,14.2390625,38.053125,47.707812499999996,0,0,0,0,0,0,81.10029041899784,Good
KAN_036,Kansas,6054.878125,6.14046875,2.49046875,30.6171875,39.5953125,29.787499999999998,0,0,0,0,0,0,82.02850703494227,Good
KAN_037,Kansas,5707.5734375,5.976875,1.89375,25.0671875,29.853125,45.0796875,0,0,0,0,0,0,79.32484884350293,Good
KAN_038,Kansas,5695.8828125,6.30234375,1.08265625,22.8140625,37.796875,39.3890625,0,0,1,0,0,1,73.03960276206308,Good
KAN_039,Kansas,7680.7359375,6.9796875,1.4915625000000001,21.5953125,44.1109375,34.29375,0,0,1,0,0,1,70.7962345183057,Good
KAN_040,Kansas,6126.240625,6.1746875,1.52203125,18.840625,31.2140625,49.9453125,0,0,0,0,0,0,79.03990647676676,Good
KAN_041,Kansas,6193.9828125,6.4196875,1.9046874999999999,19.9078125,35.796875,44.2953125,0,0,0,0,0,0,90.61123428293273,Good
KAN_042,Kansas,6553.746875,5.731875,2.2753125,18.834375,45.003125,36.1625,1,0,0,0,0,1,71.71024003587212,Good
KAN_043,Kansas,5752.909375,6.3896875,1.83984375,19.2140625,40.6078125,40.178125,0,0,0,0,0,0,87.59498070975862,Good
KAN_044,Kansas,6070.1421875,6.38609375,1.29578125,18.4828125,43.0609375,38.45625,0,0,1,0,0,1,77.91932663530642,Good
KAN_045,Kansas,6557.4078125,6.24734375,1.57328125,16.10625,35.4015625,48.4921875,0,0,0,0,0,0,81.17247131207397,Good
KAN_046,Kansas,5495.090625,5.80828125,2.0878125,20.4234375,42.165625,37.4109375,0,0,0,0,0,0,74.34818659681781,Good
KAN_047,Kansas,6091.9578125,5.85078125,1.7671875,30.0734375,53.9984375,15.928125000000001,0,0,0,0,0,0,66.09867726782323,Moderate
KAN_048,Kansas,5763.20625,6.56046875,1.59125,22.946875,41.225,35.828125,0,0,0,0,0,0,84.09700708905783,Good
KAN_049,Kansas,6115.4109375,6.37453125,2.48703125,27.2265625,46.128125,26.6453125,0,0,0,0,0,0,86.94591699976851,Good
KAN_050,Kansas,5481.85625,5.976875,2.2590625,20.8671875,33.8609375,45.271875,0,0,0,0,0,0,80.86571306371778,Good
KAN_051,Kansas,6545.1265625,6.3825,1.983125,26.3265625,43.6921875,29.98125,0,0,0,0,0,0,87.78479758429175,Good
KAN_052,Kansas,6389.8671875,6.4015625,1.9015625,25.45,27.253125,47.296875,0,0,0,0,0,0,91.05990473995423,Good
KAN_053,Kansas,6136.5390625,6.82609375,2.28359375,28.5,39.73125,31.76875,0,0,0,0,0,0,83.29662773646041,Good
KAN_054,Kansas,7044.3734375,6.39375,1.39953125,27.8296875,38.2125,33.9578125,0,0,1,0,0,1,79.70050627097275,Good
KAN_055,Kansas,6230.5703125,6.52625,1.85046875,16.9125,31.18125,51.90625,0,0,0,0,0,0,92.5642651046128,Good
KAN_056,Kansas,5352.0484375,6.55859375,1.3504687499999999,29.184375,45.3015625,25.5140625,0,0,1,0,0,1,77.86856057272668,Good
KAN_057,Kansas,5845.9515625,6.2703125,1.93109375,15.06875,42.775,42.15625,0,0,0,0,0,0,85.83044454622137,Good
KAN_058,Kansas,6163.959375,6.71125,1.905,26.69375,39.91875,33.3875,0,0,0,0,0,0,85.03710529538098,Good
KAN_059,Kansas,6175.975,6.62515625,2.36859375,24.628125,33.6171875,41.7546875,0,0,0,0,0,0,90.80439540077386,Good
KAN_060,Kansas,5353.196875,6.9175,0.91296875,27.396875,32.403125,40.2,0,0,1,0,0,1,64.96402240919136,Moderate
MIC_001,Michigan,6514.5125,6.73203125,2.49359375,26.9125,40.73125,32.35625,0,0,0,0,0,0,85.79550077891558,Good
MIC_002,Michigan,6315.3015625,6.2871875,2.70109375,22.4703125,38.9859375,38.54375,0,0,0,0,0,0,87.51975135969016,Good
MIC_003,Michigan,6157.934375,6.3609375,1.99328125,19.571875,41.3375,39.090625,0,0,0,0,0,0,89.1202366483208,Good
MIC_004,Michigan,6132.7890625,6.056875,2.59890625,19.1,45.68125,35.21875,0,0,0,0,0,0,80.0127131244086,Good
MIC_005,Michigan,6705.553125,6.52921875,1.9546875,24.1609375,38.1,37.7390625,0,0,0,0,0,0,91.56381489418304,Good
MIC_006,Michigan,5975.353125,6.06859375,2.90828125,28.0328125,35.4234375,36.54375,0,0,0,0,0,0,81.71801109667969,Good
MIC_007,Michigan,6764.0359375,6.07890625,1.78765625,26.4625,36.8859375,36.651562500000004,0,0,0,0,0,0,78.41690007253214,Good
MIC_008,Michigan,6636.9125,6.494375,2.62921875,21.0984375,40.4484375,38.453125,0,0,0,0,0,0,92.77594308561457,Good
MIC_009,Michigan,6675.6921875,6.0828125,1.90578125,24.8609375,42.384375,32.7546875,0,0,0,0,0,0,79.26621515150532,Good
MIC_010,Michigan,6360.1,6.54171875,1.73609375,15.91875,48.803125,35.278125,0,0,0,0,0,0,85.58904434469154,Good
MIC_011,Michigan,6877.009375,6.04859375,2.3928125000000002,20.5640625,32.64375,46.7921875,0,0,0,0,0,0,83.06947031173159,Good
MIC_012,Michigan,7658.4609375,6.55546875,2.79171875,20.79375,30.5703125,48.6359375,0,0,0,0,0,0,93.89391740895209,Good
MIC_013,Michigan,6429.6828125,6.288125,2.94359375,26.3140625,34.09375,39.5921875,0,0,0,0,0,0,88.12241836788199,Good
MIC_014,Michigan,6179.6859375,6.16046875,2.18703125,20.6140625,36.9875,42.3984375,0,0,0,0,0,0,84.97583657477317,Good
MIC_015,Michigan,6590.6578125,5.97453125,3.0971875,20.3671875,40.828125,38.8046875,0,0,0,0,0,0,79.10491582619717,Good
MIC_016,Michigan,6240.3546875,5.925625,1.9115625,15.4640625,40.1359375,44.4,0,0,0,0,0,0,77.14758919337106,Good
MIC_017,Michigan,6004.903125,6.28375,3.245625,24.1203125,38.06875,37.8109375,0,0,0,0,0,0,87.40827973427581,Good
MIC_018,Michigan,7239.5046875,6.1996875,2.2453125,12.0421875,38.7640625,49.19375,0,0,0,0,0,0,86.50126946100363,Good
MIC_019,Michigan,6485.1390625,6.2403125,1.8803125,27.2140625,45.1359375,27.65,0,0,0,0,0,0,81.75200261904337,Good
MIC_020,Michigan,6945.946875,6.5821875,2.0628125,20.55,54.5,24.95,0,0,0,0,0,0,86.30421592231076,Good
MIC_021,Michigan,6588.690625,6.025,2.1715625,27.6078125,44.2578125,28.134375,0,0,0,0,0,0,78.25874621307351,Good
MIC_022,Michigan,6983.290625,6.3315624999999995,2.38015625,25.94375,45.3703125,28.685937499999998,0,0,0,0,0,0,86.28371850606362,Good
MIC_023,Michigan,7151.39375,6.26609375,1.8034375,20.3359375,40.428125,39.2359375,0,0,0,0,0,0,83.64305144856705,Good
MIC_024,Michigan,7285.1046875,6.3184375,2.3971875,22.6125,45.0203125,32.3671875,0,0,0,0,0,0,86.59612405446379,Good
MIC_025,Michigan,6962.6921875,6.71078125,2.1803125,20.9828125,48.096875,30.9203125,0,0,0,0,0,0,85.09534628311948,Good
MIC_026,Michigan,5989.1453125,5.98328125,2.1684375,19.621875,38.8328125,41.5453125,0,0,0,0,0,0,79.97675506997207,Good
MIC_027,Michigan,6690.2421875,5.75234375,2.80484375,18.7578125,44.7703125,36.471875,1,0,0,0,0,1,72.3293091503556,Good
MIC_028,Michigan,6445.15,6.4665625,2.85953125,24.9421875,52.6203125,22.4375,0,0,0,0,0,0,87.59133291566937,Good
MIC_029,Michigan,6494.271875,6.18765625,2.97171875,19.96875,32.2109375,47.8203125,0,0,0,0,0,0,86.90357248958269,Good
MIC_030,Michigan,6755.2140625,5.9209375,2.12875,20.71875,39.315625,39.965625,0,0,0,0,0,0,78.05870647809543,Good
MIC_031,Michigan,6596.603125,6.03765625,2.29078125,21.325,39.1578125,39.5171875,0,0,0,0,0,0,81.08324830779424,Good
MIC_032,Michigan,7128.009375000001,6.11046875,3.66,17.771875,32.7328125,49.4953125,0,0,0,0,0,0,85.04060532993222,Good
MIC_033,Michigan,7170.215625,6.89265625,1.59390625,14.0796875,31.7015625,54.21875,0,0,0,0,0,0,78.88365676665603,Good
MIC_034,Michigan,6480.6015625,6.79734375,2.2225,12.64375,35.5078125,51.8484375,0,0,0,0,0,0,87.35112424955841,Good
MIC_035,Michigan,7126.0625,6.25171875,2.883125,23.459375,40.38125,36.159375000000004,0,0,0,0,0,0,86.05613111218408,Good
MIC_036,Michigan,7336.7296875,5.89859375,2.089375,21.5359375,42.4375,36.0265625,0,0,0,0,0,0,76.48602124322437,Good
MIC_037,Michigan,6226.7625,5.7615625,2.3371875,15.509375,36.2734375,48.2171875,1,0,0,0,0,1,75.29148819143933,Good
